Phoneme,InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click,comments
kƥʷ,1,kore1280,kor,NA,NA,324,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",+,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,"-,+",-,
kʰ,1,kore1280,kor,NA,NA,3.25E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-,
kʲ,1,kore1280,kor,NA,NA,326,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,
kʲʰ,1,kore1280,kor,NA,NA,327,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-,
kʟ͓̥,1,kore1280,kor,NA,NA,328,NA,FALSE,consonant,fake,0,-,-,-,-,+,"-,+","-,+","-,+","-,+",-,-,-,"-,+",-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-,
kŋ,1,kore1280,kor,NA,NA,329,NA,FALSE,consonant,fake,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"-,+",-,-,-,-,-,-,-,
kⁿ,1,kore1280,kor,NA,NA,329,NA,FALSE,consonant,fake,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"-,+",-,-,-,-,-,-,-,
kp,1,kore1280,kor,NA,NA,330,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-,
kpʷ,1,kore1280,kor,NA,NA,331,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-,
kʷ,1,kore1280,kor,NA,NA,332,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-,
kʷʰ,1,kore1280,kor,NA,NA,333,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-,
kχ,1,kore1280,kor,NA,NA,3.34E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,-,"-,+",0,0,0,-,-,-,-,-,-,-,-,
l,1,kore1280,kor,NA,NA,335,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
l̠,1,kore1280,kor,NA,NA,336,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
l̩,1,kore1280,kor,NA,NA,337,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
l̪,1,kore1280,kor,NA,NA,338,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
l̪͆,1,kore1280,kor,NA,NA,338,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
l̥,1,kore1280,kor,NA,NA,339,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
l̥̩,1,kore1280,kor,NA,NA,340,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
lː,1,kore1280,kor,NA,NA,341,NA,FALSE,consonant,fake,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
lʱ,1,kore1280,kor,NA,NA,342,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-,
ȴ,1,kore1280,kor,NA,NA,3.43E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ʟ,1,kore1280,kor,NA,NA,344,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ʟ͓,1,kore1280,kor,NA,NA,345,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,+,+,-,-,-,+,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ɫ,1,kore1280,kor,NA,NA,346,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-,
ɬ,1,kore1280,kor,NA,NA,347,NA,FALSE,consonant,fake,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
ɭ,1,kore1280,kor,NA,NA,348,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ɭ̥,1,kore1280,kor,NA,NA,349,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
m,1,kore1280,kor,NA,NA,350,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
m̩,1,kore1280,kor,NA,NA,351,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
m̤̩,1,kore1280,kor,NA,NA,3.52E+02,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-,
m̥,1,kore1280,kor,NA,NA,353,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
m̥̩,1,kore1280,kor,NA,NA,354,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
m̰̩,1,kore1280,kor,NA,NA,355,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-,
mː,1,kore1280,kor,NA,NA,356,NA,FALSE,consonant,fake,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿb,1,kore1280,kor,NA,NA,357,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿbʲ,1,kore1280,kor,NA,NA,358,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿbʷ,1,kore1280,kor,NA,NA,359,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿbʙ,1,kore1280,kor,NA,NA,360,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,"-,+",0,"-,+",-,"-,+","+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
mʱ,1,kore1280,kor,NA,NA,3.61E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-,
mʲ,1,kore1280,kor,NA,NA,362,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿp,1,kore1280,kor,NA,NA,363,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿpʰ,1,kore1280,kor,NA,NA,364,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ⁿpʲ,1,kore1280,kor,NA,NA,365,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿpʲʰ,1,kore1280,kor,NA,NA,366,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,"-,+",+,-,+,-,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ⁿpʷ,1,kore1280,kor,NA,NA,367,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿv,1,kore1280,kor,NA,NA,368,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,-,"-,+",-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
mv,1,kore1280,kor,NA,NA,368,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,-,"-,+",-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
mʷ,1,kore1280,kor,NA,NA,369,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
m̥ʷ,1,kore1280,kor,NA,NA,3.70E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
mʷː,1,kore1280,kor,NA,NA,371,NA,FALSE,consonant,fake,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
n,1,kore1280,kor,NA,NA,372,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
n̠,1,kore1280,kor,NA,NA,373,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
n̩,1,kore1280,kor,NA,NA,374,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
n̪,1,kore1280,kor,NA,NA,375,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
n̻,1,kore1280,kor,NA,NA,376,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
n̪̥,1,kore1280,kor,NA,NA,377,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
n̥,1,kore1280,kor,NA,NA,378,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
nː,1,kore1280,kor,NA,NA,3.79E+02,NA,FALSE,consonant,fake,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿd,1,kore1280,kor,NA,NA,380,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿd̪,1,kore1280,kor,NA,NA,381,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿdʙ,1,kore1280,kor,NA,NA,382,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+",-,"-,-,+","+,-,-",-,"-,-,+",-,-,"+,+,-",+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿȡ,1,kore1280,kor,NA,NA,383,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿdr,1,kore1280,kor,NA,NA,384,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+",-,"-,-,+","+,-,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿȡʷ,1,kore1280,kor,NA,NA,385,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,+,-,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿdz,1,kore1280,kor,NA,NA,386,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿdʑ,1,kore1280,kor,NA,NA,387,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-,-",-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿdʒ,1,kore1280,kor,NA,NA,3.88E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
nʱ,1,kore1280,kor,NA,NA,389,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-,
ȵ,1,kore1280,kor,NA,NA,390,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ȵ̥,1,kore1280,kor,NA,NA,391,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,
ⁿr,1,kore1280,kor,NA,NA,392,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,"-,+",0,"-,+",-,+,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿs,1,kore1280,kor,NA,NA,393,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,-,"-,+",-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿt,1,kore1280,kor,NA,NA,394,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿtɕ,1,kore1280,kor,NA,NA,395,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿtʰ,1,kore1280,kor,NA,NA,396,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ⁿts,1,kore1280,kor,NA,NA,3.97E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿtsʰ,1,kore1280,kor,NA,NA,398,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,"+,-",-,+,-,-,-,-,-,
ⁿtʃ,1,kore1280,kor,NA,NA,399,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿtʃʰ,1,kore1280,kor,NA,NA,400,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,"+,-",-,+,-,-,-,-,-,
ⁿtʑ,1,kore1280,kor,NA,NA,401,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-,-",-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,"+,-",-,-,-,-,-,-,-,
ȵʷ,1,kore1280,kor,NA,NA,402,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿʒ,1,kore1280,kor,NA,NA,403,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿɢ,1,kore1280,kor,NA,NA,404,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-,
ɲ,1,kore1280,kor,NA,NA,405,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿc,1,kore1280,kor,NA,NA,4.06E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿcʰ,1,kore1280,kor,NA,NA,407,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ⁿɟ,1,kore1280,kor,NA,NA,408,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,
ɳ,1,kore1280,kor,NA,NA,409,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ɳ̥,1,kore1280,kor,NA,NA,410,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,
ⁿɖ,1,kore1280,kor,NA,NA,411,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿdʐ,1,kore1280,kor,NA,NA,412,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-,
ⁿʈ,1,kore1280,kor,NA,NA,413,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿʈʰ,1,kore1280,kor,NA,NA,414,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ŋ,1,kore1280,kor,NA,NA,4.15E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ŋ̩,1,kore1280,kor,NA,NA,416,NA,FALSE,consonant,fake,0,-,+,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ŋ̥,1,kore1280,kor,NA,NA,417,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-,
ŋː,1,kore1280,kor,NA,NA,418,NA,FALSE,consonant,fake,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿg,1,kore1280,kor,NA,NA,419,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿgʲ,1,kore1280,kor,NA,NA,420,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,0,0,+,-,-,-,-,-,-,-,
ⁿgʷ,1,kore1280,kor,NA,NA,421,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿɣ,1,kore1280,kor,NA,NA,422,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ⁿk,1,kore1280,kor,NA,NA,423,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿkʰ,1,kore1280,kor,NA,NA,4.24E+02,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ⁿkʲ,1,kore1280,kor,NA,NA,425,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,0,0,"+,-",-,-,-,-,-,-,-,
ⁿkʲʰ,1,kore1280,kor,NA,NA,426,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,"-,+",-,0,0,0,"+,-",-,"-,+",-,-,-,-,-,
ⁿkʷ,1,kore1280,kor,NA,NA,427,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-,
ŋm,1,kore1280,kor,NA,NA,428,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ŋmʷ,1,kore1280,kor,NA,NA,429,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",+,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ŋʷ,1,kore1280,kor,NA,NA,430,NA,FALSE,consonant,fake,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-,
ŋʔ,1,kore1280,kor,NA,NA,431,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,"+,-",+,-,-,-,0,0,0,"+,-",-,-,"-,+",-,-,-,-,
ⁿʔ,1,kore1280,kor,NA,NA,432,NA,FALSE,consonant,fake,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,"+,-",+,-,-,-,0,0,0,"+,-",-,-,"-,+",-,-,-,-,
o,1,kore1280,kor,NA,NA,4.33E+02,NA,FALSE,vowel,fake,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0,
ŏ,1,kore1280,kor,NA,NA,434,NA,FALSE,vowel,fake,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0,
